name,current_price,market_cap,volume_day,circulating_supply,supply_verified,total_supply,max_supply,fully_diluted_market_cap,low_price_day,high_price_day,all_time_high,all_time_low,ucid,popularity_watchlists
Schrodinger,1.53,705211.0,3329.0,462000.0,not verified,21000000.0,21000000.0,32055031.0,1.5,1.55,3.28,1.5,30881,60.0
DogeGF,1.004e-10,2561250.0,3820.0,2.55183687126984e+16,not verified,3.25798060166441e+16,,3269998.0,1.004e-10,1.043e-10,1.512e-08,,12229,4527.0
BANK (Ordinals),0.01047,1047429.0,3089.0,100000000.0,not verified,100000000.0,100000000.0,1047429.0,0.01039,0.01201,0.08495,0.0012,25165,2224.0
Hoppy,6.509e-10,273832.0,3087.0,420690000000000.0,not verified,420690000000000.0,420690000000000.0,273832.0,6.298e-10,6.649e-10,1.873e-08,1.038e-10,27616,1328.0
elizabath whoren,0.003162,309803.0,3093.0,97968674.0,not verified,97968674.0,,309803.0,0.003097,0.003776,0.4003,0.003097,29731,2730.0
KIZUNA,5.318e-09,5317565.0,4046.0,1000000000000000.0,not verified,1000000000000000.0,1000000000000000.0,5317565.0,5.197e-09,5.453e-09,5.949e-08,2.813e-10,28217,6358.0
MAGA,5.095e-05,2395.0,2978.0,47000000.0,not verified,47000000.0,47000000.0,2395.0,4.497e-05,5.265e-05,0.002911,3.739e-05,29561,524.0
REDZILLA COIN,0.0009347,934678.0,3350.0,1000000000.0,not verified,1000000000.0,1000000000.0,934678.0,0.0008929,0.001028,0.002618,0.0004103,32077,110.0
Ducky Duck,1.289e-07,54239.0,2925.0,420690000000.0,not verified,420690000000.0,420690000000.0,54239.0,1.246e-07,1.717e-07,2.093e-06,4.69e-08,32220,321.0
Apes Go Bananas,2.813e-10,230479.0,3047.0,819200000000000.0,not verified,819200000000000.0,819200000000000.0,230479.0,2.8e-10,3.073e-10,1.921e-08,1.091e-10,25445,1522.0
Croakey,3.531e-06,346075.0,2508.0,98000000000.0,not verified,98000000000.0,100000000000.0,353138.0,3.45e-06,3.64e-06,5.059e-05,3.45e-06,31155,251.0
Baba,2.352e-05,23519.0,3235.0,999999775.0,not verified,999999775.0,999999775.0,23519.0,2.288e-05,2.989e-05,0.002176,1.473e-05,32352,106.0
Britt,0.0005053,505297.0,2694.0,1000000000.0,not verified,1000000000.0,1000000000.0,505297.0,0.0004909,0.0005166,0.008922,0.0004909,31021,981.0
SHIB2,0.0002053,205304.0,2125.0,1000000000.0,not verified,1000000000.0,1000000000.0,205304.0,0.000202,0.0002194,0.002608,0.0001641,28061,356.0
Joe Lube Coin,1.128e-05,778585.0,2825.0,69000000000.0,not verified,69000000000.0,69000000000.0,778585.0,1.089e-05,1.179e-05,0.0001493,1.08e-05,30920,87.0
Ducker,1.719e-06,119306.0,2750.0,69420911007.0,not verified,69420911007.0,69420911007.0,119306.0,1.508e-06,1.719e-06,6.155e-05,4.499e-07,26762,1552.0
GONE,5.903e-06,409855.0,2671.0,69420069420.0,not verified,69420069420.0,69420069420.0,409855.0,5.834e-06,6.365e-06,0.0001339,5.834e-06,28863,1575.0
L,5.615e-07,399745.0,2681.0,711983561375.0,not verified,1000000000000.0,1000000000000.0,561452.0,5.596e-07,5.619e-07,2.988e-05,4.945e-07,27171,1008.0
simbawifhat,4.334e-06,38625.0,2695.0,8912906263.0,not verified,9000000000.0,,39003.0,4.332e-06,4.396e-06,3.884e-05,3.56e-06,30037,1817.0
SHARBI,3.546e-06,265949.0,2635.0,74999697242.0,not verified,74999697242.0,,265949.0,3.544e-06,3.919e-06,1.884e-05,5.958e-08,23523,22237.0
Cats Are Liquidity,0.0001135,113514.0,2596.0,1000000000.0,not verified,1000000000.0,1000000000.0,113514.0,9.653e-05,0.000115,0.0003628,8.407e-05,32389,60.0
KORRA,0.002004,200381.0,2563.0,99999026.0,not verified,99999026.0,,200381.0,0.001996,0.00213,0.08039,0.001548,29126,1525.0
Awkward Look Monkey Club,0.0001314,127501.0,1961.0,970274374.0,not verified,970274374.0,,127501.0,0.0001286,0.0001453,0.0006114,0.0001286,31800,78.0
Harper,8.245e-07,57234.0,2532.0,69420360180.0,not verified,69420360180.0,69420360180.0,57234.0,8.245e-07,1.074e-06,5.461e-06,8.245e-07,32427,45.0
Australian Safe Shepherd,7.601e-10,7600911.0,2675.0,1e+16,not verified,1e+16,1e+16,7600911.0,7.351e-10,7.854e-10,8e-08,,9456,61090.0
Monke,6.348e-08,438088.0,2512.0,6900000000000.0,not verified,6900000000000.0,6900000000000.0,438088.0,6.348e-08,6.886e-08,2.09e-07,3.741e-08,31153,243.0
Solana Beach,0.0001682,168154.0,2128.0,1000000000.0,not verified,1000000000.0,,168154.0,0.0001664,0.0001808,0.001178,0.0001205,29914,457.0
TIM,0.0001434,143409.0,2442.0,1000000000.0,not verified,1000000000.0,,143409.0,0.0001434,0.0001773,0.005999,9.906e-05,31071,120.0
Coolcoin,0.0006333,569982.0,2420.0,900000000.0,not verified,949998723.0,,601647.0,0.0006333,0.0006809,0.0236,0.0001287,30989,362.0
First Pepe,3.243e-05,32425.0,1857.0,1000000000.0,not verified,0.0,1000000000.0,32425.0,3.163e-05,3.626e-05,0.0003391,3.137e-05,32190,34.0
SEX Odyssey,1846533.47,1846533.0,2323.0,1.0,not verified,1.0,1.0,1846533.0,1637650.4,1895570.42,441094703.1,1474372.59,28566,1957.0
EGG SOL,3.386e-05,202701.0,1897.0,5987142167.0,not verified,5987142167.0,,202701.0,7.152e-06,3.93e-05,0.001053,7.152e-06,29211,2136.0
Book of Pepe,1.745e-07,71552.0,2285.0,409830000000.0,not verified,409830000000.0,409830000000.0,71552.0,1.455e-07,1.759e-07,3.073e-06,1.339e-07,30586,136.0
Ben's Finale,3.691e-06,202993.0,2297.0,55000000000.0,not verified,55000000000.0,55000000000.0,202993.0,3.68e-06,3.851e-06,0.000137,1.639e-06,26648,265.0
Arbidoge,1.427e-07,0.0,2208.0,0.0,not verified,10000000000000.0,10000000000000.0,1427112.0,1.427e-07,1.544e-07,0.00151,5.071e-09,11878,1039.0
BabyAndy BSC,3.883e-11,16308.0,2259.0,420000000000000.0,not verified,420000000000000.0,420000000000000.0,16308.0,3.773e-11,4.611e-11,5.558e-10,3.773e-11,32426,135.0
Mantle Inu,0.0009774,411189.0,2130.0,420690000.0,not verified,420690000.0,420690000.0,411189.0,0.0009543,0.001042,0.01443,0.000639,27627,743.0
Magaiba,0.000221,209897.0,2167.0,949953827.0,not verified,949953827.0,,209897.0,0.0002184,0.0002427,0.005674,9.541e-05,29941,437.0
Jeet,3.712e-05,37115.0,2128.0,1000000000.0,not verified,1000000000.0,,37115.0,3.643e-05,5.324e-05,0.001144,2.797e-05,30327,286.0
Psyop,3.182e-05,17499057.0,2075.0,550000000000.0,not verified,550000000000.0,550000000000.0,17499057.0,6.774e-07,5.574e-05,0.004187,6.774e-07,25615,1733.0
greg,3.906e-13,16430.0,2089.0,4.2069e+16,not verified,4.2069e+16,4.2069e+16,16430.0,3.586e-13,4.152e-13,1.146e-11,1.664e-13,31839,10596.0
BEBE,4.256e-09,378295.0,2077.0,88888888888888.0,not verified,88888888888888.0,88888888888888.0,378295.0,4.256e-09,4.497e-09,9.252e-08,3.681e-09,29330,1130.0
Floki SafeMoon,3.831e-10,341713.0,2068.0,891987602091616.0,not verified,891987602091616.0,1000000000000000.0,383092.0,3.697e-10,4.259e-10,1.306e-09,1.157e-11,26907,1168.0
milly,4.209e-05,42027.0,2049.0,998468409.0,not verified,998468409.0,,42027.0,4.209e-05,6.399e-05,0.0008362,1.884e-05,31382,96.0
Bonk 2.0,3.434e-09,251384.0,2040.0,73195087654198.0,not verified,93526170019115.0,,321210.0,3.393e-09,3.604e-09,1.309e-07,3.319e-09,29685,39069.0
Goku,0.001747,151950.0,2004.0,86982079.0,not verified,86982079.0,,151950.0,0.001744,0.001996,0.0404,0.0001241,29540,1092.0
Dogeclub,1.138e-09,2056275.0,1979.0,1806604290200000.0,not verified,0.0,200511020000000.0,228221.0,1.138e-09,1.261e-09,8.047e-09,2.183e-10,26925,252.0
HarryPotterWifHatMyroWynn10Inu,4.348e-05,43479.0,1955.0,1000000000.0,not verified,1000000000.0,,43479.0,3.984e-05,4.605e-05,0.001237,1.973e-05,29143,510.0
Hawk Ptah,0.001326,1326073.0,648.0,999999997.0,not verified,999999997.0,999999997.0,1326073.0,0.00108,0.001375,0.002115,0.00108,32353,33.0
Penjamin Blinkerton,5.007e-07,500710.0,1930.0,1000000000000.0,not verified,1000000000000.0,1000000000000.0,500710.0,5.007e-07,5.357e-07,1.351e-06,2.815e-07,31726,77.0
SIZE,7.555e-06,755469.0,1929.0,100000000000.0,not verified,100000000000.0,100000000000.0,755469.0,7.555e-06,7.918e-06,4.497e-05,2.544e-06,28849,427.0
Shanghai Inu,1.027e-10,77018.0,1926.0,750000000000000.0,not verified,1000000000000000.0,1000000000000000.0,102691.0,1.008e-10,1.042e-10,1.217e-08,8.863e-12,24574,5391.0
Bomb Shelter Inu,0.0001418,129072.0,1911.0,909987737.0,not verified,909987737.0,909987737.0,129072.0,0.0001418,0.0001448,0.0006037,0.0001234,29952,114.0
Robin of Da Hood,3.361e-06,3331.0,2014.0,991120000.0,not verified,991120000.0,,3331.0,1.914e-06,5.913e-06,0.0003171,1.914e-06,29431,4520.0
BOBO,9.959e-05,88522.0,1373.0,888881753.0,not verified,888881753.0,,88522.0,9.731e-05,0.0001106,0.001034,9.169e-05,29789,427.0
Baby Doge 2.0,7.697e-10,531183.0,1971.0,690000000000000.0,not verified,690000000000000.0,690000000000000.0,531183.0,6.274e-10,7.697e-10,4.955e-09,4.871e-11,27526,883.0
Cats Of Sol,0.001105,110513.0,1862.0,100000000.0,not verified,100000000.0,,110513.0,0.001105,0.001251,0.06342,0.0009249,30413,452.0
Harambe Coin,1.239e-06,1239457.0,1862.0,1000000000000.0,not verified,1000000000000.0,,1239457.0,1.239e-06,1.29e-06,3.139e-05,1.239e-06,29990,160.0
Pambicoin,0.0001143,97139.0,1849.0,850000000.0,not verified,1000000000.0,,114281.0,0.000113,0.000133,0.06006,9.963e-05,31406,3410.0
Buff Doge Coin,2.013e-09,2001095.0,1843.0,993956694978950.0,not verified,993956694978950.0,1000000000000000.0,2013262.0,1.901e-09,2.077e-09,3.515e-07,5.267e-10,12040,123240.0
GEGE,0.0007412,74122.0,1841.0,99999632.0,not verified,99999632.0,99999632.0,74122.0,0.0007315,0.0008794,0.0181,0.0007315,31888,1151.0
PEKA,4.098e-09,410.0,2037.0,100000000000.0,not verified,100000000000.0,100000000000.0,410.0,2.798e-09,4.701e-09,9.116e-06,2.718e-09,31205,267.0
SpacePenguin,2.007e-09,78750.0,1803.0,39240000000000.0,not verified,1000000000000000.0,1000000000000000.0,2006893.0,1.654e-09,2.029e-09,2e-08,,9404,5931.0
Bear Coin on Avax,4.142e-07,174245.0,1770.0,420690000000.0,not verified,420690000000.0,420690000000.0,174245.0,4.079e-07,4.719e-07,9.278e-06,4.079e-07,28899,881.0
OG Mickey,0.0001644,122614.0,1768.0,745916809.0,not verified,1000000000.0,1000000000.0,164380.0,0.0001644,0.0001826,0.002282,0.0001644,32033,99.0
Meow Meow Coin,2.545e-07,107074.0,1761.0,420690000000.0,not verified,420690000000.0,420690000000.0,107074.0,2.545e-07,2.815e-07,4.458e-06,2.545e-07,29254,211.0
HUNDRED,7.735e-05,7812685.0,1742.0,101000000000.0,not verified,101000000000.0,,7812685.0,4.495e-07,7.735e-05,0.0001681,4.495e-07,25990,1858.0
Pepecoin,3.508e-06,213912.0,1809.0,60977000000.0,not verified,60958000000.0,,213846.0,3.508e-06,3.689e-06,1.09e-05,2.568e-06,31806,208.0
burek obema,7.337e-05,73372.0,1747.0,1000000000.0,not verified,1000000000.0,,73372.0,7.284e-05,8.736e-05,0.004381,7.284e-05,29965,1444.0
Alickshundra Occasional-Cortex,8.127e-05,81273.0,1705.0,999999025.0,not verified,999999025.0,,81273.0,7.899e-05,9.055e-05,0.003199,7.899e-05,30689,291.0
Wynn,4.154e-05,41540.0,1662.0,1000000000.0,not verified,1000000000.0,1000000000.0,41540.0,4.051e-05,5.081e-05,0.001538,4.051e-05,32114,58.0
Sam Bankmeme-Fried,0.0008794,87937.0,1614.0,99992020.0,not verified,99992020.0,,87937.0,0.0008794,0.00108,0.06591,0.0007616,29885,635.0
Wall Street Bets Solana,2.012e-05,138823.0,1694.0,6899722129.0,not verified,6899722129.0,,138823.0,2.012e-05,2.395e-05,0.000631,1.956e-05,29898,760.0
ApeWifHat,3.14e-09,314039.0,1562.0,99999911418655.0,not verified,99999911418655.0,,314039.0,3.128e-09,3.493e-09,1.993e-07,2.46e-09,29800,10537.0
Wally The Whale,4.769e-08,47687.0,1539.0,1000000000000.0,not verified,999999883747.0,,47687.0,4.621e-08,5.125e-08,2.731e-06,3.433e-08,30620,1100.0
Neged,0.0001812,127897.0,1302.0,705988456.0,not verified,1000000000.0,1000000000.0,181161.0,0.0001804,0.0001959,0.00225,0.0001804,30557,251.0
SonicWifHat,5.431e-05,54313.0,1361.0,1000000000.0,not verified,0.0,,0.0,5.398e-05,6.312e-05,0.001026,2.862e-05,30459,1662.0
Safemars,9.114e-09,3584081.0,1510.0,393255866290058.0,not verified,393255866290058.0,1000000000000000.0,9113864.0,9.088e-09,9.281e-09,2.29e-06,5.045e-09,8966,94355.0
Shigure UI,6.156e-05,61560.0,1273.0,1000000000.0,not verified,1000000000.0,1000000000.0,61560.0,6.156e-05,6.894e-05,0.001583,5.742e-05,31689,540.0
Dibbles,2.074e-08,192125.0,1516.0,9263340000000.0,not verified,9263340000000.0,10000000000000.0,207403.0,2.074e-08,2.141e-08,1.203e-07,1.944e-08,30059,213.0
dogwifsaudihat,4.696e-05,46959.0,1507.0,1000000000.0,not verified,1000000000.0,1000000000.0,46959.0,4.695e-05,5.323e-05,0.008704,2.849e-05,30383,3457.0
Wall Street Baby,4.578e-05,45734.0,3801.0,998954189.0,not verified,998954189.0,,45734.0,4.506e-05,7.326e-05,0.02472,4.506e-05,30353,469.0
BURRRD,1.397e-09,92049.0,1565.0,65913888354445.0,not verified,65913888354445.0,,92049.0,1.384e-09,1.583e-09,1.205e-07,1.384e-09,29004,1282.0
Dinger Token,1.455e-06,1455632.0,1450.0,1000000000000.0,not verified,1000000000000.0,,1455632.0,1.455e-06,1.517e-06,0.0003076,3.762e-07,13352,9286.0
Laffin Kamala,7.496e-08,31533.0,1474.0,420690000000.0,not verified,420690000000.0,420690000000.0,31533.0,7.496e-08,9.232e-08,3.777e-07,7.496e-08,32409,48.0
CAPYBARA,2.369e-05,23693.0,1466.0,999993317.0,not verified,999993317.0,,23693.0,9.643e-06,2.559e-05,0.0009085,9.643e-06,30294,540.0
Block,0.0001658,164964.0,1567.0,995241003.0,not verified,995241003.0,,164964.0,0.0001635,0.0001822,0.002885,5.168e-05,28917,2085.0
ByteAI,0.0004167,416686.0,1305.0,1000000000.0,not verified,1000000000.0,1000000000.0,416686.0,0.0004167,0.0004338,0.02381,0.0003671,30318,2705.0
DAWKOINS,0.0001158,108616.0,544.0,938000000.0,not verified,989494204.0,,114579.0,0.0001156,0.0001244,0.004379,4.41e-05,30263,44235.0
Book Of Matt Furie,6.987e-08,29393.0,1410.0,420690000000.0,not verified,420690000000.0,420690000000.0,29393.0,6.422e-08,7.315e-08,1.628e-06,6.422e-08,32213,76.0
WWF,0.0002154,68057.0,648.0,316000000.0,not verified,316000000.0,316000000.0,68057.0,0.0002154,0.0002492,0.004059,0.0002154,30708,131.0
Doge Grok,1.706e-13,71669.0,1373.0,4.2e+17,not verified,4.2e+17,4.2e+17,71669.0,1.706e-13,1.855e-13,1.829e-12,1.624e-13,30887,596.0
Hokkaidu Inu,5.553e-12,550530.0,1369.0,9.91499e+16,not verified,9.91499e+16,1e+17,555250.0,5.553e-12,5.985e-12,4.742e-11,5.028e-12,30018,317.0
Baby Pepe,1.323e-06,555559.0,1391.0,420000000000.0,not verified,420000000000.0,420000000000.0,555559.0,1.317e-06,1.406e-06,1.41e-05,1.229e-06,29650,1605.0
Saudi Bonk,2.909e-07,29087.0,578.0,100000000000.0,not verified,100000000000.0,100000000000.0,29087.0,2.753e-07,2.909e-07,6.074e-05,1.133e-07,29124,3394.0
Cramer Coin,0.000561,0.0,1359.0,0.0,not verified,1000000000.0,,560987.0,0.0005481,0.0005855,0.01428,,21946,816.0
dogwifscarf,8.559e-05,83882.0,1485.0,980000000.0,not verified,980000000.0,,83882.0,8.55e-05,9.93e-05,0.004807,6.869e-05,29989,504.0
KING OF CATS,5.028e-06,5028.0,1341.0,1000000000.0,not verified,1000000000.0,,5028.0,4.536e-06,6.563e-06,0.0004056,3.501e-06,30275,458.0
Moge,1.113e-10,46805.0,1332.0,420690000000000.0,not verified,420690000000000.0,420690000000000.0,46805.0,1.1e-10,1.296e-10,5.865e-09,1.013e-10,31833,600.0
Andy (SOL),0.0002489,248836.0,1280.0,999894219.0,not verified,999894219.0,,248836.0,0.000247,0.0002707,0.001834,0.0001431,29951,390.0
Carl,0.0001342,134151.0,1309.0,999985088.0,not verified,999985088.0,999985088.0,134151.0,0.0001315,0.0001594,0.0005898,0.0001167,32329,68.0
Dawg Coin,0.0003017,291035.0,1287.0,964770000.0,not verified,1000000000.0,1000000000.0,301663.0,0.0003017,0.0003252,0.01214,0.0001791,28649,1068.0
BitShiba,1.818e-09,909114.0,1273.0,499999888544328.0,not verified,1000000000000000.0,1000000000000000.0,1818229.0,1.72e-09,1.909e-09,3.898e-07,1.386e-09,14341,23543.0
ULTRA MAGA,1.303e-07,54811.0,1252.0,420690000000.0,not verified,0.0,420690000000.0,54811.0,1.303e-07,1.442e-07,1.907e-05,1.201e-07,31480,263.0
Bitcoin Black Credit Card,0.0001691,169114.0,1245.0,1000000000.0,not verified,0.0,1000000000.0,169114.0,0.0001691,0.0001906,0.001381,0.0001691,32291,89.0
Poodl Inu,8.446e-05,582754.0,1226.0,6900000000.0,not verified,6900000000.0,6900000000.0,582754.0,8.446e-05,8.845e-05,0.0007452,7.859e-05,30727,840.0
Sentinel Bot Ai,0.0002381,238117.0,1221.0,1000000000.0,not verified,1000000000.0,1000000000.0,238117.0,0.000227,0.0002412,0.003237,0.0001407,30033,366.0
Pepe Sora AI,3.615e-05,21688.0,1216.0,600000000.0,not verified,1000000000.0,,36147.0,3.615e-05,4.349e-05,0.002745,3.054e-05,30061,1157.0
Based Street Bets,6.616e-06,661593.0,1064.0,100000000000.0,not verified,100000000000.0,100000000000.0,661593.0,6.615e-06,7.254e-06,4.991e-05,3.364e-06,30716,6282.0
TrumpWifHat,0.0001935,13579.0,1197.0,70159760.0,not verified,70159760.0,,13579.0,0.0001649,0.000195,0.00346,9.143e-05,31764,21224.0
Tholana,6.814e-08,68121.0,1449.0,999721302907.0,not verified,0.0,,0.0,6.748e-08,7.687e-08,1.522e-06,3.988e-08,31157,197.0
GPT-4o,3.736e-10,15716.0,1205.0,42069000000000.0,not verified,42069000000000.0,,15716.0,3.636e-10,3.927e-10,2.524e-08,3.285e-10,31240,10884.0
Larry,1.072e-13,4513.0,1211.0,4.2069e+16,not verified,4.2069e+16,4.2069e+16,4513.0,9.585e-14,1.252e-13,1.56e-11,9.585e-14,32401,10435.0
Tigra,0.000408,407978.0,594.0,1000000000.0,not verified,1000000000.0,1000000000.0,407978.0,0.000408,0.0004403,0.005406,0.0002501,29863,773.0
JUGNI,0.0008244,82440.0,700.0,100000000.0,not verified,100000000.0,100000000.0,82440.0,0.0008244,0.0009531,0.01136,0.0006768,29448,442.0
Bald,0.02462,24615216.0,1134.0,1000000000.0,not verified,1000000000.0,1000000000.0,24615216.0,0.02458,0.02579,0.05675,0.0008138,27717,11724.0
President Donald Trump,1.329e-10,132868.0,1146.0,1000000000000000.0,not verified,1000000000000000.0,1000000000000000.0,132868.0,1.329e-10,1.429e-10,5.721e-10,2.683e-11,26790,324.0
Shiba Floki Inu,2.426e-10,242588.0,191.0,1000000000000000.0,not verified,1000000000000000.0,1000000000000000.0,242588.0,2.424e-10,2.488e-10,1.118e-07,,10901,25229.0
Smolcoin,1.434e-06,1434426.0,1135.0,1000000000000.0,not verified,1000000000000.0,1000000000000.0,1434426.0,1.431e-06,1.511e-06,1.398e-05,1.051e-06,28839,856.0
Chewy,5.459e-07,218364.0,357.0,400000000000.0,not verified,1000000000000.0,1000000000000.0,545910.0,5.459e-07,5.819e-07,5.969e-06,5.459e-07,30840,147.0
Wojak Coin,5.602e-08,38891.0,1118.0,694200000000.0,not verified,694200000000.0,694200000000.0,38891.0,5.602e-08,6.335e-08,4.639e-07,5.602e-08,31069,11635.0
SOL ETF,5.723e-13,24035.0,2523.0,4.2e+16,not verified,4.2e+16,4.2e+16,24035.0,5.723e-13,6.637e-13,8.72e-12,2.598e-13,32028,10304.0
Shiba Girlfriend,6.301e-10,306658.0,1111.0,486701400055297.0,not verified,644852560081603.0,1000000000000000.0,630074.0,6.301e-10,6.596e-10,1.06e-07,,13618,3668.0
PEPERA,1.261e-11,5304.0,1103.0,420690000000000.0,not verified,420690000000000.0,420690000000000.0,5304.0,1.261e-11,1.336e-11,3.687e-08,1.191e-11,25030,259.0
Gecko Coin,2.498e-05,1563254.0,2034.0,62575342697.0,not verified,98489231462.0,,2460454.0,2.495e-05,2.651e-05,0.0004109,1.912e-05,28897,1180.0
DOGMI,1.957e-09,527197.0,1092.0,269419999991620.0,not verified,269419999991620.0,269419999991620.0,527197.0,1.07e-09,2.728e-09,6.091e-08,3.196e-10,29010,653.0
The Phryges,2.413e-07,24127.0,1085.0,100000000000.0,not verified,100000000000.0,100000000000.0,24127.0,2.413e-07,3.046e-07,4.48e-06,2.413e-07,32437,10076.0
bonkwifhat,0.0002735,273531.0,1656.0,1000000000.0,not verified,1000000000.0,,273531.0,0.0002735,0.0002867,0.01366,0.0002129,29651,12888.0
Dede,6.116e-10,61174.0,1067.0,99999992992573.0,not verified,99999992992573.0,,61174.0,6.116e-10,6.78e-10,2.965e-08,4.703e-10,30888,936.0
Andy's Cat,5.502e-05,55015.0,150.0,1000000000.0,not verified,0.0,1000000000.0,55015.0,5.502e-05,6.119e-05,0.001263,5.502e-05,31585,169.0
Taylor Swift's Cat MEREDITH,2.905e-05,29047.0,1051.0,1000000000.0,not verified,1000000000.0,,29047.0,8.634e-06,3.223e-05,0.0002605,8.634e-06,30775,244.0
South Pao,1.465e-07,61625.0,1056.0,420690000000.0,not verified,0.0,420690000000.0,61625.0,1.465e-07,1.663e-07,1.036e-05,1.465e-07,32375,32.0
Dogelana,7.075e-06,95507.0,1055.0,13500000000.0,not verified,13500000000.0,,95507.0,7.075e-06,7.659e-06,0.0005834,1.416e-06,17284,2387.0
Mad Penguin,7.359e-06,6751.0,1079.0,917401214.0,not verified,947401214.0,1000000000.0,7359.0,7.145e-06,8.187e-06,0.001034,6.072e-06,32031,8787.0
KEVIN,1.925e-07,132841.0,1022.0,690000000000.0,not verified,690000000000.0,690000000000.0,132841.0,1.895e-07,1.925e-07,1.089e-06,5.859e-08,25092,635.0
Potato,7.38e-08,0.0,1019.0,0.0,not verified,0.0,,0.0,4.765e-08,8.373e-08,1.749e-06,2.611e-09,11814,5568.0
JEFF,4.463e-07,44633.0,531.0,100000000000.0,not verified,0.0,100000000000.0,44633.0,4.463e-07,4.815e-07,2.19e-05,3.85e-07,29371,206.0
Peplo Escobar,0.0003693,350855.0,1033.0,950000000.0,not verified,950000000.0,1000000000.0,369321.0,0.0003693,0.0004066,0.0007065,0.0003637,32069,40.0
Colana,0.001146,114609.0,997.0,100000000.0,not verified,100000000.0,,114609.0,7.525e-10,0.001277,0.4777,7.525e-10,11271,337654.0
Trump vs Biden,0.0001194,1194.0,917.0,10000000.0,not verified,10000000.0,,1194.0,4.385e-06,0.0001432,0.004191,4.385e-06,31216,296.0
XRP 2.0,3.265e-13,137113.0,987.0,4.2e+17,not verified,4.2e+17,4.2e+17,137113.0,1.573e-13,2.024e-12,1.53e-11,8.909e-14,27628,105571.0
HarryPotterTrumpHomerSimpson777Inu,0.0005799,579851.0,978.0,1000000000.0,not verified,1000000000.0,1000000000.0,579851.0,0.0005799,0.0006092,0.01154,0.0002727,27873,594.0
Fofar,4.926e-06,49263.0,1474.0,10000000000.0,not verified,10000000000.0,10000000000.0,49263.0,4.926e-06,5.716e-06,0.0001715,4.926e-06,32179,1443.0
SOLGOAT,0.002598,259783.0,945.0,100000000.0,not verified,100000000.0,,259783.0,0.002598,0.002884,0.0727,0.002327,30320,866.0
Max on ETH,1.202e-07,120159.0,1146.0,1000000000000.0,not verified,1000000000000.0,1000000000000.0,120159.0,1.182e-07,1.258e-07,1.87e-06,1.182e-07,32122,89.0
King Of Memes,3.821e-07,160483.0,948.0,420000000000.0,not verified,0.0,420000000000.0,160483.0,3.804e-07,4.09e-07,8.103e-06,1.038e-07,30607,992.0
BabyPepe,1.185e-10,498358.0,926.0,4206908008507070.0,not verified,4206908008507070.0,4206908008507070.0,498358.0,1.121e-10,1.313e-10,3.378e-09,5.542e-11,24529,4676.0
PhrygeETH,6.263e-09,26347.0,789.0,4206900000000.0,not verified,4206900000000.0,4206900000000.0,26347.0,6.136e-09,6.638e-09,7.054e-07,6.136e-09,31685,117.0
Boys Club Munchy,6.094e-05,25594.0,907.0,420000000.0,not verified,420000000.0,420000000.0,25594.0,6.094e-05,6.845e-05,0.01042,4.808e-05,31834,233.0
BLACK ROCK,6.121e-05,612137.0,902.0,10000000000.0,not verified,10000000000.0,,612137.0,6.121e-05,6.479e-05,0.005412,6.121e-05,30220,892.0
Shibaqua,3.826e-07,132733.0,2303.0,346914631300.0,not verified,107543535703.0,346914631300.0,132733.0,3.728e-07,4.036e-07,1.056e-05,3.694e-07,30271,1948.0
Kira the Injective Cat,3.645e-05,2514943.0,985.0,69000000000.0,not verified,69000000000.0,69000000000.0,2514943.0,3.645e-05,4.291e-05,0.0003019,3.259e-05,28749,4685.0
Vone,8.573e-10,85735.0,871.0,100000000000000.0,not verified,100000000000000.0,100000000000000.0,85735.0,8.351e-10,8.573e-10,1.546e-08,7.978e-10,30421,315.0
Bobo,1.192e-09,501360.0,869.0,420690000000000.0,not verified,420690000000000.0,420690000000000.0,501360.0,8.39e-10,1.556e-09,5.961e-08,1.999e-10,24552,2822.0
BONKLANA,0.0003981,167490.0,1107.0,420690690.0,not verified,420690690.0,,167490.0,0.000388,0.0004156,0.01466,0.0003272,28788,6939.0
Pongo,6.106e-07,616768.0,900.0,1010101010101.0,not verified,1010101010101.0,1010101010101.0,616768.0,6.058e-07,6.494e-07,5.73e-06,6.058e-07,31045,50976.0
Akita Inu,3.435e-05,0.0,373.0,0.0,not verified,1.0,,0.0,3.262e-05,3.48e-05,0.0001255,2.742e-05,30120,109.0
JD Vance,3.344e-13,14068.0,857.0,4.2069e+16,not verified,4.2069e+16,4.2069e+16,14068.0,3.229e-13,4.053e-13,3.09e-11,1.938e-13,32268,10326.0
LANDWOLF,1.646e-13,6930.0,805.0,4.2069e+16,not verified,4.2069e+16,4.2069e+16,6930.0,1.524e-13,1.723e-13,1.314e-11,1.088e-13,32210,10360.0
IDOLINU,4.163e-06,4163.0,894.0,1000000000.0,not verified,1000000000.0,,4163.0,3.493e-06,4.35e-06,0.0002026,3.493e-06,29120,454.0
Cozy Pepe,0.0002234,223131.0,869.0,998859501.0,not verified,1000000000.0,1000000000.0,223386.0,0.0002223,0.0002452,0.002103,0.000177,30839,212.0
GPU Inu,6.195e-06,61947.0,829.0,10000000000.0,not verified,10000000000.0,,61947.0,6.195e-06,7.362e-06,0.0002743,4.541e-06,29868,616.0
babydogwifhat,0.0001973,197320.0,771.0,999995966.0,not verified,999995966.0,,197320.0,0.0001958,0.0002146,0.008032,0.0001898,29796,1448.0
