name,current_price,market_cap,volume_day,circulating_supply,supply_verified,total_supply,max_supply,fully_diluted_market_cap,low_price_day,high_price_day,all_time_high,all_time_low,ucid,popularity_watchlists
FLOKITA,1.669e-06,146661.0,803.0,87868278370.0,not verified,98386660315.0,100000000000.0,166910.0,1.664e-06,1.755e-06,9.625e-05,1.664e-06,29815,14564.0
Wagmi Coin,6.531e-10,0.0,811.0,456204084.0,not verified,420690000000000.0,,274753.0,6.531e-10,6.885e-10,4.823e-08,2.231e-10,25385,1745.0
Cat Finance,7.652e-06,7652.0,783.0,1000000000.0,not verified,1000000000.0,,7652.0,7.652e-06,9.643e-06,0.000372,4.65e-06,31621,167.0
Ponzi,0.0005099,50994.0,799.0,100000000.0,not verified,100000000.0,,50994.0,0.0005099,0.0006296,0.02734,0.0005099,30897,4808.0
cats wif hats in a dogs world,9.61e-05,96095.0,797.0,1000000000.0,not verified,1000000000.0,,96095.0,9.61e-05,0.0001023,0.0008449,7.527e-05,30717,327.0
American Shib,9.123e-11,49637.0,2230.0,544090000000000.0,not verified,0.0,1000000000000000.0,91230.0,8.04e-11,9.123e-11,1.374e-09,8.04e-11,32148,194.0
starri,8.605e-05,86049.0,797.0,999996545.0,not verified,999996545.0,,86049.0,8.443e-05,9.425e-05,0.0004414,4.796e-05,31404,198.0
Meme Man,6.744e-08,28373.0,598.0,420690000000.0,not verified,420690000000.0,420690000000.0,28373.0,6.744e-08,7.484e-08,1.29e-06,6.744e-08,32065,68.0
The Bitcoin Killa,4.94,103737.0,807.0,21000.0,not verified,21000.0,,103737.0,4.94,5.34,33.22,2.78,31388,91.0
NOAH,0.0001054,105432.0,781.0,999997053.0,not verified,999997053.0,999997053.0,105432.0,9.014e-05,0.0001081,0.0007496,9.014e-05,32286,91.0
Kermit,0.0001854,185370.0,1029.0,1000000000.0,not verified,1000000000.0,,185370.0,0.0001847,0.0001892,0.01509,0.0001025,29981,10949.0
BLACK COQINU,2.174e-08,1509305.0,770.0,69412558275909.0,not verified,69412558275909.0,,1509305.0,2.152e-08,2.291e-08,1.932e-07,1.739e-08,29972,1836.0
SolTrump,1.343e-08,537017.0,899.0,40000000000000.0,not verified,40000000000000.0,40000000000000.0,537017.0,1.343e-08,1.754e-08,4.925e-07,1.343e-08,32387,140.0
SHEBOSHIS,3.508e-07,147571.0,818.0,420690000000.0,not verified,420690000000.0,420690000000.0,147571.0,3.508e-07,3.928e-07,8.984e-06,2.216e-07,29416,482.0
Brianwifhat,1.565e-07,65727.0,755.0,420000000000.0,not verified,420000000000.0,420000000000.0,65727.0,1.424e-07,1.702e-07,9.226e-07,1.142e-07,31778,164.0
Chinese Doge Wow,4.714e-05,44854.0,755.0,951480381.0,not verified,1000000000.0,1000000000.0,47142.0,4.709e-05,5.554e-05,0.0004361,4.709e-05,31946,111.0
Wojak Finance,0.001655,8081314.0,653.0,4881768291.0,not verified,4881768291.0,50000000000.0,82770357.0,0.001652,0.001715,0.2771,0.001114,12359,23316.0
AI-X,5.241e-11,524085.0,1097.0,1e+16,not verified,0.0,1e+16,524085.0,4.695e-11,5.248e-11,1.477e-09,6.698e-12,26984,4690.0
CATCOIN,4.876e-10,481598.0,683.0,987567814357109.0,not verified,987567814357109.0,,481598.0,4.876e-10,6.657e-10,6.92e-08,1.271e-15,17318,21149.0
Smidge,9.899e-06,9899.0,1062.0,999999362.0,not verified,999999362.0,999999362.0,9899.0,9.425e-06,1.137e-05,0.0009144,4.116e-06,31969,657.0
Pou,0.00116,116039.0,754.0,100000000.0,not verified,100000000.0,,116039.0,0.00116,0.001252,0.1625,0.001157,29806,2546.0
Donke,0.0001439,143905.0,1641.0,999987077.0,not verified,999987077.0,1000000000.0,143907.0,0.0001439,0.0001675,0.0009395,8.582e-05,31661,229.0
Pepa Inu,6.143e-13,97066.0,488.0,1.58e+17,not verified,1.9e+17,,116724.0,5.937e-13,6.279e-13,4.887e-11,4.245e-13,24062,5049.0
RoseWifHat,2.413e-06,166512.0,692.0,69000000420.0,not verified,69000000420.0,,166512.0,2.413e-06,2.527e-06,5.954e-06,1.258e-06,30356,415.0
Vampire Inu,2.01e-05,20095.0,684.0,1000000000.0,not verified,1000000000.0,,20095.0,2.01e-05,2.16e-05,0.0001646,,10517,5482.0
Danjuan Cat,8.703e-07,84418.0,684.0,97000000000.0,not verified,100000000000.0,100000000000.0,87029.0,8.505e-07,9.247e-07,3.158e-05,8.505e-07,29725,748.0
Son of Brett,0.01544,154378.0,678.0,10000000.0,not verified,10000000.0,10000000.0,154378.0,0.01544,0.0161,0.1655,0.008027,29788,596.0
Satoshi Panda,9.188e-06,192965.0,678.0,21000000000.0,not verified,21000000000.0,21000000000.0,192965.0,9.072e-06,9.285e-06,0.0001723,6.997e-06,29629,4267.0
Jerry,1.849e-05,17880.0,572.0,967098444.0,not verified,0.0,,0.0,1.849e-05,1.953e-05,0.002463,1.286e-05,30340,471.0
Jerome Powell,0.0005625,55818.0,663.0,99235301.0,not verified,100000000.0,100000000.0,56248.0,0.0005625,0.0006028,0.01203,6.478e-05,27157,595.0
Frogonsol,1.814e-05,1251422.0,748.0,69000000000.0,not verified,69000000000.0,,1251422.0,1.795e-05,1.98e-05,0.0001211,1.367e-05,29980,313.0
Baby Trump,2.582e-10,199325.0,657.0,771946061400000.0,not verified,771946061400000.0,771946061400000.0,199325.0,2.582e-10,2.775e-10,2.725e-09,5.482e-11,29374,902.0
Long,0.0002678,26779.0,652.0,100000000.0,not verified,100000000.0,,26779.0,0.0002534,0.0002853,0.01424,0.000238,28925,603.0
Cat wif Hands,1.233e-06,162451.0,641.0,131716886149.0,not verified,0.0,420000000000.0,518001.0,1.221e-06,1.333e-06,1.211e-05,7.054e-07,30082,1445.0
TwoTalkingCats,0.000193,192975.0,639.0,999992136.0,not verified,999992136.0,,192975.0,0.0001802,0.000206,0.006086,0.0001519,30741,268.0
Kitty Coin Solana,0.0004977,0.0,626.0,0.0,not verified,540000000.0,,268738.0,0.0004452,0.0004977,2770.61,1.323e-05,15892,3543.0
Touch Grass,0.0001612,161158.0,618.0,1000000000.0,not verified,1000000000.0,1000000000.0,161158.0,0.0001556,0.000162,0.0002407,0.0001556,32276,77.0
Bonk on ETH,2.786e-09,278630.0,1899.0,100000000000000.0,not verified,100000000000000.0,100000000000000.0,278630.0,2.7e-09,2.798e-09,5.896e-08,1.151e-09,31136,506.0
Sacabam,2.746e-08,1096946.0,608.0,39950000000000.0,not verified,47000000000000.0,47000000000000.0,1290525.0,2.58e-08,2.915e-08,1.14e-07,2.302e-08,29400,1214.0
Trump Inu,0.0009805,98054.0,286.0,100000000.0,not verified,100000000.0,,98054.0,1.054e-07,0.00387,0.7688,1.054e-07,29976,445.0
pepecoin on SOL,0.0002625,110200.0,602.0,419792749.0,not verified,419792749.0,,110200.0,0.0002611,0.0003018,0.01446,0.000169,29084,787.0
Jake The Dog,0.0001676,70523.0,598.0,420690000.0,not verified,420690000.0,,70523.0,0.0001676,0.0001838,0.002934,0.00014,30176,1043.0
MemeDAO,2.999e-10,126156.0,595.0,420690000000000.0,not verified,420690000000000.0,420690000000000.0,126156.0,2.888e-10,3.001e-10,6.052e-09,,25515,635.0
RYderOSHI,8.49e-05,68831.0,595.0,810720000.0,not verified,810720000.0,810720000.0,68831.0,8.49e-05,9.926e-05,0.001672,6.96e-05,31458,65.0
Clown Pepe,6.64e-07,270307.0,520.0,407108815218.0,not verified,420690000000.0,420690000000.0,279324.0,6.64e-07,7.017e-07,8.578e-06,6.693e-08,24553,706.0
PLEB DREKE,4.302e-05,21510.0,587.0,500000000.0,not verified,1000000000.0,1000000000.0,43019.0,4.302e-05,4.481e-05,0.0009266,4.023e-05,30880,109.0
CHILI,4.081e-11,0.0,567.0,0.0,not verified,31347929975145.0,,1279.0,3.999e-11,4.671e-11,5.427e-07,2.08e-13,23172,2493.0
SolanaPepe,1.587e-10,66774.0,569.0,420689841621510.0,not verified,420689841621510.0,,66774.0,1.583e-10,1.765e-10,2.48e-09,3.5e-11,28911,1025.0
TrumpCoin,1.027e-08,482568.0,577.0,47000000000000.0,not verified,47000000000000.0,47000000000000.0,482568.0,1.026e-08,1.064e-08,4.453e-08,1.471e-09,25228,1988.0
SolDoge,1.866e-05,186649.0,561.0,10000000000.0,not verified,10000000000.0,,186649.0,4.6e-06,1.939e-05,1.84,4.6e-06,13735,3716.0
Douglas Adams,8.603e-08,84981.0,539.0,987678985570.0,not verified,987678985570.0,1000000000000.0,86041.0,8.603e-08,8.814e-08,6.001e-06,8.228e-08,29050,1361.0
Ewon Mucks,7.538e-05,75375.0,534.0,1000000000.0,not verified,1000000000.0,,75375.0,7.521e-05,8.583e-05,0.005224,7.521e-05,29963,297.0
Dino,0.0003341,0.0,454.0,0.0,not verified,500000000.0,,167068.0,0.0003306,0.0003546,0.04027,,12513,1541.0
Froggies Token,3.236e-09,100068.0,493.0,30918907042413.0,not verified,60000000000000.0,100000000000000.0,323646.0,3.236e-09,3.329e-09,8.684e-08,1.95e-09,25974,820.0
Poopcoin,0.0002414,241445.0,525.0,1000000000.0,not verified,1000000000.0,1000000000.0,241445.0,0.0002414,0.0002564,0.0048,0.0002324,30324,343.0
Crazy Bunny,2.044e-10,86004.0,522.0,420690000000000.0,not verified,420690000000000.0,,86004.0,2.044e-10,2.168e-10,7.976e-09,1.47e-10,29664,974.0
Pink,0.0003566,563741.0,546.0,1581051916.0,not verified,2300001221.0,2300001221.0,820090.0,0.0003546,0.0003723,0.005072,0.0003497,30450,773.0
ETH 2.0,4.708e-13,197744.0,513.0,4.2e+17,not verified,4.2e+17,4.2e+17,197744.0,4.708e-13,4.967e-13,3.781e-12,6.503e-14,28201,10827.0
HairyPotheadTrempSanic69Inu,1.733e-05,17326.0,510.0,999971520.0,not verified,999971520.0,,17326.0,1.722e-05,2.124e-05,0.001359,1.586e-05,30269,146.0
Cat Coin,1.733e-07,8663489.0,483.0,49999986890208.0,not verified,49999986890208.0,49999986890208.0,8663489.0,1.733e-07,1.83e-07,1.881e-07,1.666e-07,32336,63.0
TRUMP CAT,1.82e-07,76456.0,595.0,420000000000.0,not verified,420000000000.0,,76456.0,1.734e-07,2.207e-07,2.107e-06,3.19e-08,31070,10993.0
World Record Banana,3.998e-06,35978.0,477.0,9000000000.0,not verified,9999839581.0,,39975.0,3.985e-06,4.661e-06,7.988e-05,2.509e-06,30332,296.0
Flovi inu,4.071e-10,40713.0,475.0,100000000000000.0,not verified,100000000000000.0,100000000000000.0,40713.0,4.071e-10,4.145e-10,2.006e-08,3.782e-10,30451,219.0
Monku,3.88e-05,38805.0,322.0,999999025.0,not verified,999999025.0,,38805.0,3.88e-05,4.281e-05,0.003601,3.88e-05,30694,537.0
Peepo (SOL),9.928e-06,525190.0,476.0,52893769270.0,not verified,54893769270.0,,545049.0,9.787e-06,1.079e-05,0.0004792,8.785e-06,28467,1753.0
MusCat,1.148e-07,11481.0,472.0,100000000000.0,not verified,100000000000.0,,11481.0,1.148e-07,1.389e-07,1.551e-05,1.146e-07,31466,420.0
Catfish,0.0001865,186522.0,718.0,999988036.0,not verified,999988036.0,,186522.0,0.0001864,0.0002165,0.00214,0.0001371,29369,2711.0
Wojak Coin,4.095e-13,17229.0,463.0,4.2069e+16,not verified,4.2069e+16,,17229.0,4.046e-13,4.397e-13,2.402e-11,3.201e-13,31628,10578.0
Take America Back,1.029e-06,48354.0,454.0,47000000000.0,not verified,47000000000.0,47000000000.0,48354.0,1.029e-06,1.041e-06,1.437e-05,9.422e-07,31974,88.0
ElonDoge,2.633e-09,1021056.0,451.0,387760029724933.0,not verified,700000000000000.0,1000000000000000.0,2633216.0,2.633e-09,2.729e-09,5.483e-08,,9932,280995.0
Moonlana,3.33e-05,0.0,538.0,0.0,not verified,4199465102.0,,139863.0,3.291e-05,3.412e-05,0.006852,1.725e-05,10185,8837.0
XAI,1.566e-13,65883.0,440.0,4.2069e+17,not verified,4.2069e+17,4.2069e+17,65883.0,1.566e-13,1.712e-13,3.218e-12,1.9e-14,28374,10520.0
Fomo Base,5.646e-05,564612.0,419.0,10000000000.0,not verified,10000000000.0,10000000000.0,564612.0,5.646e-05,5.964e-05,0.001737,5.646e-05,30091,1103.0
Elon's Pet Fish ERIC,0.001271,127062.0,431.0,100000000.0,not verified,100000000.0,100000000.0,127062.0,0.001271,0.001307,0.04699,0.001271,30814,351.0
Googly Cat,0.0003393,30326.0,263.0,89380000.0,not verified,89380000.0,100000000.0,33929.0,0.0003393,0.0003461,0.01375,0.0002735,30217,765.0
MOMO 2.0,2.432e-09,24317.0,69.0,10000000000000.0,not verified,10000000000000.0,,24317.0,2.432e-09,2.732e-09,9.202e-08,1.673e-09,30144,622.0
Fluffys,0.001872,194620.0,421.0,103974996.0,not verified,103974996.0,,194620.0,0.001859,0.001951,0.01496,0.001394,30995,259.0
MAGA,1.399e-17,63580.0,411.0,4.7e+21,not verified,46502515.0,,0.0,1.399e-17,1.399e-17,3.21e-16,1.1e-17,29708,485.0
Tanuki,3.414e-08,30359.0,353.0,888888834815.0,not verified,888888834815.0,,30359.0,3.409e-08,3.787e-08,7.071e-07,2.587e-08,31794,216.0
Based Peaches,0.0002372,210887.0,387.0,888888888.0,not verified,888888888.0,888888888.0,210887.0,0.0002372,0.0002445,0.02046,0.0002372,30374,21355.0
Meow Of Meme,4.298e-06,4298.0,397.0,1000000000.0,not verified,0.0,,0.0,2.118e-06,0.0001217,2.34,7.033e-11,30206,465.0
Andrew Tate's Dog,0.0004455,445498.0,397.0,999999996.0,not verified,999999994.0,,445498.0,0.0004455,0.0004841,0.004246,0.0003869,31780,169.0
Good Gensler,5.051e-10,190928.0,395.0,378000000000000.0,not verified,420000000000000.0,420000000000000.0,212142.0,5.051e-10,5.195e-10,3.749e-08,3.087e-10,24622,2040.0
Migglei,5.073e-06,4890.0,247.0,963831798.0,not verified,963831798.0,1000000000.0,5073.0,4.943e-06,5.496e-06,0.0001111,4.943e-06,32434,10351.0
MEGAHERO,0.03468,34685.0,418.0,1000000.0,not verified,1000000.0,1000000.0,34685.0,0.03298,0.03469,0.366,0.0302,29733,229.0
BonkWifGlass,1.457e-08,1457322.0,362.0,99999755689546.0,not verified,99999755689546.0,,1457322.0,1.441e-08,1.553e-08,2.133e-07,1.15e-08,31105,10392.0
Hachiko,8.266e-05,8266.0,379.0,100000000.0,not verified,100000000.0,100000000.0,8266.0,8.004e-05,8.877e-05,0.001589,7.353e-05,32105,20617.0
Chad Coin,4.673e-06,1098094.0,378.0,235000000000.0,not verified,235000000000.0,235000000000.0,1098094.0,4.673e-06,4.82e-06,2.523e-05,5.595e-07,24507,1073.0
King Bonk,5.572e-13,234054.0,390.0,4.2e+17,not verified,4.2e+17,4.2e+17,234054.0,5.572e-13,5.887e-13,2.728e-12,1.716e-13,29101,1031.0
BookOfBullrun,0.000419,419002.0,379.0,999999424.0,not verified,999999424.0,,419002.0,0.0004178,0.0004548,0.006349,0.0003736,30496,1114.0
Flappy,3.001e-06,30014.0,370.0,9999999719.0,not verified,9999999719.0,9999999719.0,30014.0,2.855e-06,3.092e-06,2.493e-05,2.476e-06,32029,258.0
Homer Simpson(Solana),2.35e-13,98739.0,356.0,4.2e+17,not verified,4.2e+17,,98739.0,2.302e-13,2.573e-13,2.102e-11,3.647e-14,28667,52196.0
LANDWOLF,2.116e-10,88877.0,366.0,420000000000000.0,not verified,420000000000000.0,420000000000000.0,88877.0,2.116e-10,2.32e-10,8.633e-09,1.731e-10,30594,1527.0
simpson in a memes world,4.136e-13,17399.0,419.0,4.2069e+16,not verified,4.2069e+16,4.2069e+16,17399.0,3.722e-13,5.333e-13,5.685e-11,2.099e-13,31570,10757.0
Monkecoin,4.398e-06,43984.0,363.0,10000000000.0,not verified,10000000000.0,10000000000.0,43984.0,4.398e-06,4.51e-06,3.281e-05,3.75e-06,30159,159.0
BaoBaoSol,4.893e-05,48921.0,350.0,999740660.0,not verified,999740660.0,,48921.0,4.612e-05,4.895e-05,0.00246,4.542e-05,29405,577.0
Bunny,0.01201,12007.0,342.0,1000000.0,not verified,1000000.0,1000000.0,12007.0,0.01201,0.01371,0.4813,0.009139,31391,189.0
WillyBumBum,2.006e-05,561771.0,341.0,28000000000.0,not verified,28000000000.0,28000000000.0,561771.0,8.916e-06,2.118e-05,0.0002095,8.916e-06,31640,295.0
Watergate,0.07422,8885.0,335.0,119707.0,not verified,119707.0,,8885.0,0.07414,0.08681,3.36,0.07414,29053,586.0
pre,7.188e-05,71878.0,334.0,999957841.0,not verified,999957841.0,,71878.0,7.188e-05,7.786e-05,0.008959,6.474e-05,29149,375.0
Jogecodog,1.106e-10,45231.0,301.0,408910680000000.0,not verified,408910680000000.0,420690000000000.0,46534.0,1.106e-10,1.153e-10,4.281e-09,1.064e-10,31118,254.0
GOLD,1.62e-13,68151.0,317.0,4.2069e+17,not verified,4.2069e+17,4.2069e+17,68151.0,1.543e-13,1.749e-13,3.756e-12,8.457e-14,28234,20696.0
Book of Maga,0.0002567,128331.0,317.0,499990495.0,not verified,499990495.0,,128331.0,0.0002567,0.0002777,0.002244,0.0001976,30765,200.0
Byat,1.815e-05,60499.0,315.0,3333333333.0,not verified,3333333333.0,,60499.0,1.795e-05,1.869e-05,0.0008551,1.33e-05,29895,538.0
LIZARD,0.0002549,107049.0,304.0,420000000.0,not verified,420000000.0,420000000.0,107049.0,0.0002549,0.0002736,0.02311,0.0002453,29138,365.0
BabyPepeFi,0.004411,92627.0,301.0,21000000.0,not verified,21000000.0,21000000.0,92627.0,0.004229,0.004411,0.05808,0.003192,29201,211.0
Based Yoda,3.642e-06,364152.0,299.0,100000000000.0,not verified,100000000000.0,100000000000.0,364152.0,3.642e-06,3.844e-06,9.786e-05,3.642e-06,30703,900.0
CHAD CAT,2.688e-05,26878.0,289.0,1000000000.0,not verified,1000000000.0,,26878.0,2.688e-05,2.999e-05,0.0005302,2.688e-05,31758,482.0
Father Of Meme: Origin,0.0002604,260375.0,293.0,1000000000.0,not verified,1000000000.0,1000000000.0,260375.0,0.0002604,0.000273,0.007134,0.000255,30794,328.0
Dogecoin 2.0,0.0008668,0.0,288.0,0.0,not verified,0.0,100000000.0,86681.0,4.801e-09,0.0008764,0.2763,4.801e-09,11380,8511.0
sciVive,6.365e-10,41565.0,286.0,65300000000000.0,not verified,65300000000000.0,65300000000000.0,41565.0,6.254e-10,6.962e-10,4.032e-09,1.891e-10,26380,311.0
TOTO,1.621e-09,178262.0,281.0,110000000000000.0,not verified,120000000000000.0,120000000000000.0,194467.0,1.621e-09,1.999e-09,6.886e-08,1.621e-09,29618,4695.0
Landwolf,6.023e-08,216838.0,276.0,3599910000000.0,not verified,4020600000000.0,4020600000000.0,242178.0,6.023e-08,6.334e-08,7.594e-06,3.464e-08,31577,79.0
shork,0.0003224,80257.0,274.0,248930466.0,not verified,248930466.0,,80257.0,0.0003224,0.0003452,0.008259,0.0003045,30696,226.0
FIDO,1.764e-05,176391.0,208.0,10000000000.0,not verified,10000000000.0,10000000000.0,176391.0,4.895e-06,1.81e-05,0.0002219,4.895e-06,28398,447.0
LOL,0.0003244,32443.0,260.0,100000000.0,not verified,100000000.0,100000000.0,32443.0,0.0003244,0.000379,0.005855,0.000157,32255,117.0
Hump,0.00185,12766406.0,264.0,6899999093.0,not verified,6899999093.0,,12766406.0,0.001847,0.001976,8.14,6.916e-05,30291,53460.0
CYBONK,7.183e-07,71837.0,253.0,100000000000.0,not verified,100000000000.0,100000000000.0,71837.0,7.011e-07,7.457e-07,8.767e-05,5.718e-07,29674,6740.0
i dont know,7.934e-05,79342.0,253.0,999999972.0,not verified,999999972.0,,79342.0,7.897e-05,8.097e-05,0.003817,5.349e-05,30075,681.0
Pigeon In Yellow Boots,4.782e-05,47809.0,248.0,999710021.0,not verified,999710021.0,,47809.0,4.782e-05,5.182e-05,0.003537,3.858e-05,29816,366.0
XAI,4.73e-13,99354.0,247.0,2.1e+17,not verified,2.1e+17,2.1e+17,99354.0,4.73e-13,4.898e-13,5.921e-09,2.793e-13,27683,52241.0
Cope,1.285e-09,47605.0,271.0,37056742667118.0,not verified,64423402150074.0,,82762.0,1.278e-09,1.411e-09,2.143e-08,1.794e-10,23212,1459.0
MFERS,0.0005976,59758.0,241.0,100000000.0,not verified,100000000.0,100000000.0,59758.0,0.0005976,0.0006419,0.06903,0.0005102,29969,829.0
Solana Kit,0.0004051,40514.0,239.0,100000000.0,not verified,100000000.0,,40514.0,0.0004051,0.0004405,0.03866,0.0003831,30658,610.0
Blue Kirby,4.315e-05,137003.0,231.0,3175000000.0,not verified,3175000000.0,3175000000.0,137003.0,4.315e-05,4.535e-05,0.005384,4.134e-05,28816,2712.0
CorgiCoin,3.768e-05,376795.0,232.0,10000000000.0,not verified,0.0,10000000000.0,376795.0,3.767e-05,3.908e-05,0.001923,1.045e-05,13286,4141.0
Inu Inu,1.507e-09,708391.0,224.0,470000000000000.0,not verified,470000000000000.0,,708391.0,1.507e-09,1.583e-09,1.892e-08,1.022e-10,20989,4718.0
ELON MARS,1.234e-13,51847.0,246.0,4.2e+17,not verified,4.2e+17,4.2e+17,51847.0,1.234e-13,1.546e-13,1.309e-11,7.072e-14,28536,10867.0
BrianArmstrongCoinbaseUSDC2012,9.251e-07,63832.0,215.0,69000000000.0,not verified,69000000000.0,69000000000.0,63832.0,9.103e-07,9.251e-07,4.684e-05,8.946e-07,30132,535.0
Welsh Corgi,0.01397,13967.0,217.0,1000000.0,not verified,1000000.0,,13967.0,0.01397,0.01516,0.9456,0.01168,29666,395.0
FOMOSolana,0.002651,265146.0,190.0,99999962.0,not verified,99999962.0,,265146.0,0.002603,0.002652,0.1607,0.0001426,28579,663.0
Rock,1.853e-06,159463.0,206.0,86000000000.0,not verified,86000000000.0,100000000000.0,185422.0,1.853e-06,1.875e-06,7.09e-05,1.043e-06,28400,346.0
Sillycat,8.214e-10,82143.0,137.0,99999949590567.0,not verified,99999949590567.0,,82143.0,8.111e-10,8.546e-10,2.311e-08,5.087e-10,29397,2276.0
Cerberus,4.453e-06,0.0,196.0,0.0,not verified,0.0,,0.0,4.395e-06,4.554e-06,6.355e-05,4.075e-06,18900,716.0
Pepe Girl,1.17e-10,49283.0,194.0,420690000000000.0,not verified,420690000000000.0,420690000000000.0,49283.0,1.17e-10,1.25e-10,6.452e-09,8.29e-11,24566,516.0
Perry The BNB,8.807e-11,11115.0,190.0,126207000000000.0,not verified,210345000000000.0,210345000000000.0,18524.0,8.803e-11,9.741e-11,7.109e-08,1.676e-12,25006,11107.0
Pepe AI,1.262e-09,65714.0,197.0,52058931580303.0,not verified,69000000000000.0,69000000000000.0,87099.0,1.207e-09,2.021e-09,5.765e-08,7.45e-10,25331,13541.0
Selfie Cat,6.706e-06,6706.0,189.0,1000000000.0,not verified,1000000000.0,,6706.0,6.706e-06,6.99e-06,0.001711,4.639e-06,30382,151.0
Book of Pets,1.011e-05,10106.0,189.0,999999861.0,not verified,999999861.0,,10106.0,7.374e-06,1.094e-05,0.0003529,7.374e-06,30802,134.0
Nola,0.000256,256033.0,26.0,1000000000.0,not verified,1000000000.0,1000000000.0,256033.0,0.0002556,0.0002587,0.02038,0.0001344,28763,1077.0
Shih Tzu,5.849e-10,584909.0,179.0,1000000000000000.0,not verified,1000000000000000.0,1000000000000000.0,584909.0,5.849e-10,1.427e-09,0.0008757,,9712,12179.0
Snoopy,0.0003479,34445.0,170.0,98997528.0,not verified,100000000.0,,34793.0,0.0003479,0.0003766,0.02531,0.0002061,29776,611.0
Bong - Bonk's Brother,4.85e-07,48492.0,170.0,99989186093.0,not verified,99989186093.0,,48492.0,4.85e-07,5.395e-07,6.504e-05,3.458e-07,29009,1457.0
MINO INU,5.214e-11,52142.0,100.0,1000000000000000.0,not verified,1000000000000000.0,1000000000000000.0,52142.0,5.214e-11,5.468e-11,2.365e-09,4.781e-11,30401,1283.0
Froge (BSC),5.847e-14,40371.0,167.0,6.9042e+17,not verified,6.9042e+17,6.9042e+17,40371.0,5.618e-14,5.847e-14,6.469e-12,2.626e-14,28553,11282.0
Chinese BEIBEI,7.303e-06,7303.0,167.0,999999236.0,not verified,999999236.0,999999236.0,7303.0,7.273e-06,7.444e-06,4.792e-05,6.612e-06,32271,138.0
RUTH,5.966e-05,59599.0,166.0,998963996.0,not verified,998963996.0,998963996.0,59599.0,5.966e-05,5.974e-05,0.0002456,4.164e-05,32073,138.0
Johnny The Bull,1.047e-05,10466.0,162.0,999999371.0,not verified,999999366.0,999999367.0,10466.0,1.047e-05,1.118e-05,5.648e-05,1.047e-05,32115,68.0
MBAPEPE,3.269e-05,32689.0,161.0,1000000000.0,not verified,1000000000.0,,32689.0,3.269e-05,3.613e-05,0.0009423,2.076e-05,30679,343.0
Jeetolax,7.532e-05,75319.0,160.0,1000000000.0,not verified,1000000000.0,1000000000.0,75319.0,7.41e-05,7.649e-05,0.000148,3.655e-05,31777,63.0
Degen,5.859e-06,11716.0,154.0,1999573531.0,not verified,1999465788.0,,11715.0,5.827e-06,6.318e-06,0.0003977,7.118e-07,28773,786.0
Pepe Original Version,7.26e-10,305433.0,26.0,420690000000000.0,not verified,420690000000000.0,420690000000000.0,305433.0,7.26e-10,7.558e-10,2.334e-08,2.276e-10,24887,1274.0
